Player Id,Full Name,Match Name,position,Team Name,Team Id,Last Updated,Time Played,90s,Position Group,Most Played Position,Positions Played,Number of Positions Played,Aerial Duels,Aerial Duels lost,Aerial Duels lost p90,Aerial Duels p90,Aerial Duels won,Aerial Duels won p90,Appearances,Appearances p90,Assists (Intentional),Assists (Intentional) p90,Attempts from Set Pieces,Attempts from Set Pieces p90,Away Goals,Away Goals p90,Backward Passes,Backward Passes p90,Blocked Shots,Blocked Shots p90,Blocks,Blocks p90,Carries,Carries p90,Catches,Catches p90,Chances Created,Chances Created p90,Clean Sheets,Clean Sheets p90,Clearances Off the Line,Clearances Off the Line p90,Conversion Rate,Conversion Rate p90,Corners Taken (incl short corners),Corners Taken (incl short corners) p90,Corners Won,Corners Won p90,Crosses not Claimed,Crosses not Claimed p90,Direct Corner Goals,Direct Corner Goals p90,Direct Setpiece Goals,Direct Setpiece Goals p90,Dispossessed,Dispossessed p90,Dribbles success %,Dribbles success % p90,Drops,Drops p90,Duels,Duels lost,Duels lost p90,Duels p90,Duels won,Duels won %,Duels won % p90,Duels won p90,Final Third Touches,Final Third Touches p90,FinalThirdPasses,FinalThirdPasses p90,Forward Passes,Forward Passes p90,Foul Attempted Tackle,Foul Attempted Tackle p90,Foul Won Penalty,Foul Won Penalty p90,GK Successful Distribution,GK Successful Distribution p90,GK Unsuccessful Distribution,GK Unsuccessful Distribution p90,Games Played,Games Played p90,Goal Assists,Goal Assists p90,Goal Kicks,Goal Kicks p90,Goalkeeper Smother,Goalkeeper Smother p90,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Inside Box p90,Goals Conceded Outside Box,Goals Conceded Outside Box p90,Goals Conceded p90,Goals Openplay,Goals Openplay p90,Goals from Inside Box,Goals from Inside Box p90,Goals from Outside Box,Goals from Outside Box p90,Goals p90,Ground Duels,Ground Duels lost,Ground Duels lost p90,Ground Duels p90,Ground Duels won,Ground Duels won p90,Handballs conceded,Handballs conceded p90,Headed Goals,Headed Goals p90,Hit Woodwork,Hit Woodwork p90,Home Goals,Home Goals p90,Interceptions,Interceptions p90,Key Passes (Attempt Assists),Key Passes (Attempt Assists) p90,Last Player Tackle,Last Player Tackle p90,Left Foot Goals,Left Foot Goals p90,Leftside Passes,Leftside Passes p90,Minutes Per Goal,Offsides,Offsides p90,Open Play Pass Success %,Open Play Pass Success % p90,Open Play Passes,Open Play Passes p90,Other Goals,Other Goals p90,Overruns,Overruns p90,Own Goal Scored,Own Goal Scored p90,Penalties Conceded,Penalties Conceded p90,Penalties Faced,Penalties Faced p90,Penalties Off Target,Penalties Off Target p90,Penalties Saved,Penalties Saved p90,Penalties Taken,Penalties Taken p90,Penalty Goals,Penalty Goals Conceded,Penalty Goals Conceded p90,Penalty Goals p90,Progressive Carries,Progressive Carries p90,ProgressivePasses,ProgressivePasses p90,Punches,Punches p90,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution Won p90,PutThrough/Blocked Distribution p90,Recoveries,Recoveries p90,Red Cards - 2nd Yellow,Red Cards - 2nd Yellow p90,Right Foot Goals,Right Foot Goals p90,Rightside Passes,Rightside Passes p90,Saves Made,Saves Made from Inside Box,Saves Made from Inside Box p90,Saves Made from Outside Box,Saves Made from Outside Box p90,Saves Made p90,Saves from Penalty,Saves from Penalty p90,Saves made - caught,Saves made - caught p90,Saves made - parried,Saves made - parried p90,Second Goal Assists,Second Goal Assists p90,Set Pieces Goals,Set Pieces Goals p90,Shots Off Target (inc woodwork),Shots Off Target (inc woodwork) p90,Shots On Target ( inc goals ),Shots On Target ( inc goals ) p90,Shots Per Goal,Shots Per Goal p90,Starts,Starts p90,Straight Red Cards,Straight Red Cards p90,Substitute Off,Substitute Off p90,Substitute On,Substitute On p90,Successful Corners into Box,Successful Corners into Box p90,Successful Crosses & Corners,Successful Crosses & Corners p90,Successful Crosses open play,Successful Crosses open play p90,Successful Dribbles,Successful Dribbles p90,Successful Launches,Successful Launches p90,Successful Lay-offs,Successful Lay-offs p90,Successful Long Passes,Successful Long Passes p90,Successful Open Play Passes,Successful Open Play Passes p90,Successful Passes Opposition Half,Successful Passes Opposition Half p90,Successful Passes Own Half,Successful Passes Own Half p90,Successful Short Passes,Successful Short Passes p90,Tackles Lost,Tackles Lost p90,Tackles Won,Tackles Won p90,Through balls,Through balls p90,Throw Ins to Opposition Player,Throw Ins to Opposition Player p90,Throw Ins to Own Player,Throw Ins to Own Player p90,Times Tackled,Times Tackled p90,Total Big Chances Created,Total Big Chances Created p90,Total Big Chances Missed,Total Big Chances Missed p90,Total Big Chances Saved,Total Big Chances Saved p90,Total Big Chances Scored,Total Big Chances Scored p90,Total Clearances,Total Clearances p90,Total Fouls Conceded,Total Fouls Conceded p90,Total Fouls Won,Total Fouls Won p90,Total Losses Of Possession,Total Losses Of Possession p90,Total Passes,Total Passes p90,Total Red Cards,Total Red Cards p90,Total Shots,Total Shots p90,Total Successful Passes ( Excl Crosses & Corners ) ,Total Successful Passes ( Excl Crosses & Corners )  p90,Total Tackles,Total Tackles p90,Total Touches In Opposition Box,Total Touches In Opposition Box p90,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Unsuccessful Passes ( Excl Crosses & Corners ) p90,Touches,Touches p90,Unsuccessful Corners into Box,Unsuccessful Corners into Box p90,Unsuccessful Crosses & Corners,Unsuccessful Crosses & Corners p90,Unsuccessful Crosses open play,Unsuccessful Crosses open play p90,Unsuccessful Dribbles,Unsuccessful Dribbles p90,Unsuccessful Launches,Unsuccessful Launches p90,Unsuccessful Long Passes,Unsuccessful Long Passes p90,Unsuccessful Passes Opposition Half,Unsuccessful Passes Opposition Half p90,Unsuccessful Passes Own Half,Unsuccessful Passes Own Half p90,Unsuccessful Short Passes,Unsuccessful Short Passes p90,Unsuccessful lay-offs,Unsuccessful lay-offs p90,Winning Goal,Winning Goal p90,Yellow Cards,Yellow Cards p90,index,shirt_number
8xrb3h7jl3y0wn0int7uilu6s,Saïfedin Haj Abdallah,S. Abdallah,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,101,1.12,Midfielders,am,"am,rm",2,4,2,1.79,3.57,2,1.79,3,2.68,0,0,0,0,0,0,5,4.46,0,0,0,0,11,9.82,0,0,0,0,0,0,0,0,100,100,0,0,1,0.89,0,0,0,0,0,0,1,0.89,100,100,0,0,14,8,7.14,12.5,6,43,43,5.36,20,17.86,3,2.68,19,16.96,1,0.89,0,0,0,0,0,0,3,2.68,0,0,0,0,0,0,1,1,0,0,1,0.89,0.89,1,0.89,1,0.89,0,0,0.89,10,6,5.36,8.93,4,3.57,2,1.79,0,0,0,0,1,0.89,1,0.89,0,0,0,0,0,0,11,9.82,101,0,0,73,73,44,39.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.68,1,0.89,0,0,4,1,0.89,3.57,5,4.46,0,0,1,0.89,9,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.89,1,1,2,1.79,1,0.89,1,0.89,1,0.89,0,0,0,0,0,0,2,1.79,0,0,1,0.89,1,0.89,32,28.57,18,16.07,14,12.5,31,27.68,0,0,2,1.79,0,0,0,0,0,0,1,0.89,0,0,0,0,0,0,1,0.89,1,0.89,4,3.57,0,0,18,16.07,44,39.29,1,0.89,1,0.89,32,28.57,2,1.79,3,2.68,12,10.71,59,52.68,0,0,2,1.79,2,1.79,0,0,2,1.79,2,1.79,10,8.93,4,3.57,10,8.93,0,0,0,0,0,0,295,8
4z6yk13mq3fqf4rua4way1hw,Abdessalem Akid,A. Akid,Defender,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,360,4,Center Backs,cb,cb,1,9,1,0.25,2.25,8,2,4,1,0,0,0,0,0,0,4,1,0,0,4,1,58,14.5,0,0,1,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,100,100,0,0,21,8,2,5.25,13,62,62,3.25,6,1.5,20,5,74,18.5,1,0.25,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,2,0.5,3,0.75,1.25,0,0,0,0,0,0,0,12,7,1.75,3,5,1.25,0,0,0,0,0,0,0,0,1,0.25,1,0.25,1,0.25,0,0,69,17.25,0,0,0,88,88,178,44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,40,10,15,3.75,0,0,0,0,0,0,8,2,0,0,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,3,0.75,0,0,20,5,156,39,53,13.25,108,27,141,35.25,1,0.25,2,0.5,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,23,5.75,2,0.5,1,0.25,26,6.5,183,45.75,0,0,2,0.5,161,40.25,3,0.75,4,1,22,5.5,229,57.25,0,0,0,0,0,0,0,0,0,0,5,1.25,16,4,6,1.5,17,4.25,0,0,0,0,0,0,296,5
4dxrh05r3zsrmcywqnb96nlec,Yessine Ben Mahmoud,Y. Ben Mahmoud,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,251,2.79,Wingers,rm,"rm,lm",2,7,4,1.43,2.51,3,1.08,4,1.43,0,0,2,0.72,0,0,19,6.81,2,0.72,0,0,35,12.54,0,0,7,2.51,0,0,0,0,0,0,1,0.36,1,0.36,0,0,0,0,0,0,3,1.08,35,35,0,0,48,32,11.47,17.2,16,33,33,5.73,69,24.73,3,1.08,27,9.68,4,1.43,0,0,0,0,0,0,4,1.43,0,0,0,0,0,0,0,3,2,0.72,1,0.36,1.08,0,0,0,0,0,0,0,41,28,10.04,14.7,13,4.66,0,0,0,0,0,0,0,0,4,1.43,7,2.51,0,0,0,0,15,5.38,0,2,0.72,66,66,77,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,0,19,6.81,8,2.87,0,0,11,5,1.79,3.94,15,5.38,0,0,0,0,16,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.72,0,0,0,0,3,1.08,0,0,2,0.72,1,0.36,1,0.36,2,0.72,1,0.36,6,2.15,0,0,3,1.08,3,1.08,51,18.28,38,13.62,15,5.38,48,17.2,1,0.36,2,0.72,1,0.36,0,0,0,0,14,5.02,0,0,0,0,0,0,0,0,1,0.36,9,3.23,4,1.43,53,19,77,27.6,0,0,2,0.72,51,18.28,3,1.08,6,2.15,26,9.32,144,51.61,0,0,2,0.72,2,0.72,11,3.94,0,0,2,0.72,18,6.45,10,3.58,24,8.6,1,0.36,0,0,0,0,298,17
6mv3qs68rufkmzmqj1ael3tp0,Slim Bouaskar,S. Bouaskar,Goalkeeper,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,360,4,Goalkeepers,gk,gk,1,1,0,0,0.25,1,0.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2.25,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.25,0.5,1,50,50,0.25,0,0,0,0,49,12.25,1,0.25,0,0,24,6,18,4.5,4,1,0,0,32,8,0,0,0,5,2,0.5,3,0.75,1.25,0,0,0,0,0,0,0,1,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,76,76,46,11.5,0,0,0,0,0,0,1,0.25,2,0.5,0,0,1,0.25,0,0,0,1,0.25,0,4,1,9,2.25,2,0.5,0,0,0,0,18,4.5,0,0,0,0,23,5.75,18,15,3.75,3,0.75,4.5,1,0.25,1,0.25,9,2.25,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,10,2.5,35,8.75,5,1.25,47,11.75,42,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0.5,1,0.25,0,0,36,9,88,22,0,0,0,0,52,13,0,0,0,0,36,9,118,29.5,0,0,0,0,0,0,0,0,13,3.25,35,8.75,30,7.5,6,1.5,1,0.25,0,0,0,0,0,0,300,16
d6pedr0apdo476yq9jemr1ic4,Mohamed Aziz Chaabane,A. Chaabane,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,116,1.29,Midfielders,am,am,1,4,2,1.55,3.1,2,1.55,4,3.1,1,0.78,0,0,0,0,14,10.85,0,0,0,0,28,21.71,0,0,2,1.55,0,0,0,0,0,0,4,3.1,1,0.78,0,0,0,0,0,0,3,2.33,43,43,0,0,38,15,11.63,29.46,23,61,61,17.83,38,29.46,4,3.1,14,10.85,2,1.55,0,0,0,0,0,0,4,3.1,1,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,10.08,26.36,21,16.28,0,0,0,0,0,0,0,0,0,0,1,0.78,0,0,0,0,31,24.03,0,0,0,84,84,57,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,1,0.78,0,0,5,2,1.55,3.88,5,3.88,0,0,0,0,3,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78,1,0.78,0,0,1,0.78,0,0,1,0.78,3,2.33,0,0,0,0,0,0,6,4.65,0,0,2,1.55,1,0.78,48,37.21,32,24.81,19,14.73,50,38.76,0,0,4,3.1,1,0.78,0,0,2,1.55,11,8.53,1,0.78,1,0.78,0,0,0,0,0,0,2,1.55,11,8.53,36,27.91,62,48.06,0,0,2,1.55,51,39.53,4,3.1,2,1.55,11,8.53,119,92.25,3,2.33,9,6.98,2,1.55,8,6.2,1,0.78,1,0.78,18,13.95,2,1.55,10,7.75,0,0,0,0,0,0,301,10
4vq49uslefpxvfxh0ookopst0,Ilyes Dhaoui,E. Dhaoui,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,163,1.81,Midfielders,dm,dm,1,5,3,1.66,2.76,2,1.1,4,2.21,0,0,0,0,0,0,9,4.97,0,0,0,0,21,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55,60,60,0,0,31,16,8.84,17.13,15,48,48,8.29,18,9.94,12,6.63,31,17.13,5,2.76,0,0,0,0,0,0,4,2.21,0,0,0,0,0,0,0,4,2,1.1,2,1.1,2.21,0,0,0,0,0,0,0,26,13,7.18,14.36,13,7.18,0,0,0,0,0,0,0,0,2,1.1,0,0,0,0,0,0,13,7.18,0,0,0,86,86,81,44.75,0,0,0,0,0,0,1,0.55,0,0,0,0,0,0,0,0,0,1,0.55,0,9,4.97,5,2.76,0,0,4,3,1.66,2.21,9,4.97,0,0,0,0,33,18.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55,0,0,1,0.55,0,0,1,0.55,3,1.66,0,0,0,0,0,0,3,1.66,1,0.55,0,0,5,2.76,70,38.67,42,23.2,33,18.23,70,38.67,2,1.1,5,2.76,0,0,0,0,0,0,3,1.66,0,0,0,0,0,0,0,0,0,0,8,4.42,3,1.66,21,11.6,86,47.51,0,0,1,0.55,75,41.44,7,3.87,0,0,11,6.08,120,66.3,0,0,0,0,0,0,2,1.1,2,1.1,5,2.76,8,4.42,3,1.66,6,3.31,0,0,0,0,0,0,303,6
4sj93erq55iccg9jl1efzl3x0,Edem Ghalleb,E. Ghalleb,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,209,2.32,Wingers,rm,"dm,rm",2,3,1,0.43,1.29,2,0.86,4,1.72,0,0,0,0,0,0,22,9.48,1,0.43,0,0,49,21.12,0,0,2,0.86,0,0,0,0,0,0,0,0,1,0.43,0,0,0,0,0,0,4,1.72,75,75,0,0,20,8,3.45,8.62,12,60,60,5.17,24,10.34,7,3.02,30,12.93,1,0.43,0,0,0,0,0,0,4,1.72,0,0,0,0,0,0,0,3,0,0,3,1.29,1.29,0,0,0,0,0,0,0,17,7,3.02,7.33,10,4.31,0,0,0,0,0,0,0,0,1,0.43,2,0.86,0,0,0,0,17,7.33,0,0,0,84,84,98,42.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9.91,3,1.29,0,0,4,1,0.43,1.72,14,6.03,0,0,0,0,30,12.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43,0,0,0,0,2,0.86,0,0,2,0.86,2,0.86,0,0,0,0,0,0,3,1.29,1,0.43,2,0.86,5,2.16,82,35.34,48,20.69,35,15.09,78,33.62,0,0,4,1.72,0,0,0,0,0,0,5,2.16,0,0,0,0,0,0,0,0,2,0.86,1,0.43,3,1.29,30,12.93,99,42.67,0,0,1,0.43,83,35.78,4,1.72,1,0.43,16,6.9,136,58.62,0,0,1,0.43,1,0.43,1,0.43,0,0,2,0.86,11,4.74,6,2.59,14,6.03,0,0,0,0,0,0,304,20
6axogwzy4vceg7h0vsvfd5ous,Louay Ghodhbane,L. Ghodhbane,Defender,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,242,2.69,Full Backs,lb,lb,1,7,3,1.12,2.6,4,1.49,3,1.12,0,0,0,0,0,0,15,5.58,0,0,0,0,16,5.95,0,0,1,0.37,0,0,0,0,0,0,0,0,1,0.37,0,0,0,0,0,0,0,0,25,25,0,0,23,8,2.97,8.55,15,65,65,5.58,26,9.67,9,3.35,38,14.13,1,0.37,0,0,0,0,0,0,3,1.12,1,0.37,0,0,0,0,0,4,2,0.74,2,0.74,1.49,0,0,0,0,0,0,0,16,5,1.86,5.95,11,4.09,0,0,0,0,0,0,0,0,8,2.97,0,0,0,0,0,0,2,0.74,0,1,0.37,78,78,83,30.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.37,0,11,4.09,6,2.23,0,0,7,3,1.12,2.6,11,4.09,0,0,0,0,29,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.12,0,0,1,0.37,0,0,0,0,0,0,0,0,1,0.37,1,0.37,0,0,7,2.6,65,24.16,22,8.18,44,16.36,59,21.93,2,0.74,5,1.86,0,0,7,2.6,18,6.69,3,1.12,0,0,0,0,0,0,0,0,9,3.35,1,0.37,3,1.12,36,13.38,84,31.23,0,0,0,0,66,24.54,7,2.6,0,0,18,6.69,157,58.36,0,0,6,2.23,6,2.23,3,1.12,3,1.12,5,1.86,19,7.06,5,1.86,13,4.83,0,0,0,0,1,0.37,305,15
88zhmfoykwefgfmi8sb0czvh0,Ayoub Grira,A. Grira,Defender,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,360,4,Full Backs,rb,rb,1,7,7,1.75,1.75,0,0,4,1,1,0.25,0,0,0,0,15,3.75,0,0,1,0.25,23,5.75,0,0,8,2,1,0.25,0,0,0,0,9,2.25,1,0.25,0,0,0,0,0,0,2,0.5,14,14,0,0,36,24,6,9,12,33,33,3,71,17.75,5,1.25,49,12.25,1,0.25,0,0,0,0,0,0,4,1,1,0.25,0,0,0,0,0,5,2,0.5,3,0.75,1.25,0,0,0,0,0,0,0,29,17,4.25,7.25,12,3,1,0.25,0,0,0,0,0,0,5,1.25,7,1.75,0,0,0,0,49,12.25,0,1,0.25,81,81,108,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,7,1.75,20,5,0,0,10,5,1.25,2.5,16,4,0,0,0,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,2,0.5,0,0,4,1,0,0,0,0,0,0,5,1.25,9,2.25,3,0.75,1,0.25,3,0.75,1,0.25,10,2.5,88,22,57,14.25,47,11.75,85,21.25,1,0.25,6,1.5,0,0,7,1.75,25,6.25,8,2,3,0.75,1,0.25,0,0,0,0,7,1.75,3,0.75,4,1,58,14.5,116,29,0,0,3,0.75,95,23.75,7,1.75,4,1,21,5.25,229,57.25,3,0.75,14,3.5,8,2,6,1.5,4,1,7,1.75,26,6.5,9,2.25,14,3.5,0,0,0,0,0,0,306,2
8q9y9dwvepl9h7lbd44ncfsic,Zinedine Hasni,Z. Hasni,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,241,2.68,Midfielders,dm,dm,1,2,0,0,0.75,2,0.75,4,1.49,0,0,0,0,0,0,20,7.46,1,0.37,0,0,25,9.33,0,0,2,0.75,1,0.37,0,0,0,0,0,0,1,0.37,0,0,0,0,0,0,4,1.49,100,100,0,0,19,10,3.73,7.09,9,47,47,3.36,28,10.45,17,6.34,46,17.16,1,0.37,0,0,0,0,0,0,4,1.49,0,0,0,0,0,0,0,2,2,0.75,0,0,0.75,0,0,0,0,0,0,0,17,10,3.73,6.34,7,2.61,0,0,0,0,0,0,0,0,5,1.87,2,0.75,0,0,0,0,42,15.67,0,0,0,86,86,153,57.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.37,0,5,1.87,4,1.49,0,0,1,1,0.37,0.37,24,8.96,0,0,0,0,47,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.37,0,0,0,0,3,1.12,0,0,1,0.37,1,0.37,0,0,1,0.37,1,0.37,4,1.49,0,0,2,0.75,7,2.61,131,48.88,72,26.87,62,23.13,126,47.01,1,0.37,1,0.37,1,0.37,0,0,0,0,4,1.49,0,0,1,0.37,0,0,0,0,3,1.12,2,0.75,1,0.37,33,12.31,155,57.84,0,0,1,0.37,133,49.63,2,0.75,2,0.75,22,8.21,188,70.15,0,0,0,0,0,0,0,0,3,1.12,5,1.87,12,4.48,10,3.73,17,6.34,1,0.37,0,0,0,0,307,18
92cpgqwpsosb46hhuuvfgx8no,Ali Jaber,A. Jaber,Defender,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,360,4,Center Backs,cb,cb,1,11,3,0.75,2.75,8,2,4,1,0,0,0,0,0,0,13,3.25,0,0,6,1.5,74,18.5,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,20,8,2,5,12,60,60,3,3,0.75,7,1.75,73,18.25,0,0,0,0,1,0.25,0,0,4,1,0,0,1,0.25,0,0,0,5,2,0.5,3,0.75,1.25,0,0,0,0,0,0,0,9,5,1.25,2.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9.75,0,0,0,89,89,186,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,38,9.5,4,1,0,0,1,1,0.25,0.25,14,3.5,1,0.25,0,0,67,16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,4,1,0,0,10,2.5,165,41.25,38,9.5,132,33,160,40,0,0,3,0.75,0,0,0,0,1,0.25,1,0.25,0,0,0,0,0,0,0,0,30,7.5,2,0.5,0,0,29,7.25,192,48,1,0.25,1,0.25,170,42.5,3,0.75,1,0.25,22,5.5,246,61.5,0,0,0,0,0,0,1,0.25,7,1.75,13,3.25,17,4.25,5,1.25,9,2.25,0,0,0,0,0,0,308,12
4qptnzt94pi727qv2j70pf9ck,Mohamed Mazen Slama Essefi,M. Slama,Midfielder,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,252,2.8,Midfielders,dm,dm,1,4,3,1.07,1.43,1,0.36,3,1.07,0,0,0,0,0,0,12,4.29,0,0,1,0.36,32,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,67,67,0,0,26,12,4.29,9.29,14,54,54,5,11,3.93,7,2.5,43,15.36,2,0.71,0,0,0,0,0,0,3,1.07,0,0,0,0,0,0,0,5,2,0.71,3,1.07,1.79,0,0,0,0,0,0,0,22,9,3.21,7.86,13,4.64,0,0,0,0,0,0,0,0,4,1.43,0,0,0,0,0,0,20,7.14,0,0,0,76,76,86,30.71,0,0,0,0,1,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0.36,0,16,5.71,1,0.36,0,0,1,0,0,0.36,13,4.64,0,0,0,0,16,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.07,2,0.71,0,0,3,1.07,0,0,3,1.07,0,0,0,0,0,0,0,0,4,1.43,0,0,0,0,2,0.71,65,23.21,35,12.5,34,12.14,67,23.93,1,0.36,4,1.43,0,0,0,0,0,0,3,1.07,0,0,0,0,0,0,0,0,8,2.86,3,1.07,4,1.43,30,10.71,91,32.5,0,0,5,1.79,69,24.64,5,1.79,3,1.07,22,7.86,138,49.29,0,0,0,0,0,0,2,0.71,3,1.07,6,2.14,11,3.93,11,3.93,16,5.71,0,0,0,0,1,0.36,309,14
e3oxtzr5q2n84laq97g8sd1qs,Anisse Hassouna Daylyn Saidi,A. Saidi,Forward,Tunisia Under 17,23b589bg3kgeiaw7mzjpcz9sq,2025-11-19T11:00:07Z,237,2.63,Strikers,st,st,1,13,7,2.66,4.94,6,2.28,4,1.52,0,0,0,0,0,0,17,6.46,2,0.76,0,0,15,5.7,0,0,1,0.38,0,0,0,0,17,17,0,0,2,0.76,0,0,0,0,0,0,3,1.14,50,50,0,0,32,16,6.08,12.17,16,50,50,6.08,45,17.11,3,1.14,20,7.6,2,0.76,0,0,0,0,0,0,4,1.52,0,0,0,0,0,0,1,5,2,0.76,3,1.14,1.9,1,0.38,1,0.38,0,0,0.38,19,9,3.42,7.22,10,3.8,0,0,0,0,0,0,1,0.38,0,0,1,0.38,0,0,0,0,19,7.22,237,0,0,70,70,61,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38,0,3,1.14,2,0.76,0,0,2,0,0,0.76,5,1.9,0,0,1,0.38,13,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.14,3,1.14,6,6,2,0.76,0,0,1,0.38,2,0.76,0,0,0,0,0,0,1,0.38,0,0,3,1.14,0,0,43,16.35,29,11.03,22,8.37,51,19.39,0,0,4,1.52,1,0.38,0,0,0,0,4,1.52,1,0.38,2,0.76,0,0,1,0.38,1,0.38,5,1.9,6,2.28,30,11.41,69,26.24,0,0,6,2.28,51,19.39,4,1.52,11,4.18,18,6.84,103,39.16,0,0,1,0.38,1,0.38,1,0.38,0,0,0,0,17,6.46,2,0.76,18,6.84,1,0.38,0,0,0,0,311,9
