Player Id,Full Name,Match Name,position,Team Name,Team Id,Last Updated,Time Played,90s,Position Group,Most Played Position,Positions Played,Number of Positions Played,Aerial Duels,Aerial Duels lost,Aerial Duels lost p90,Aerial Duels p90,Aerial Duels won,Aerial Duels won p90,Appearances,Appearances p90,Assists (Intentional),Assists (Intentional) p90,Attempts from Set Pieces,Attempts from Set Pieces p90,Away Goals,Away Goals p90,Backward Passes,Backward Passes p90,Blocked Shots,Blocked Shots p90,Blocks,Blocks p90,Carries,Carries p90,Catches,Catches p90,Chances Created,Chances Created p90,Clean Sheets,Clean Sheets p90,Clearances Off the Line,Clearances Off the Line p90,Conversion Rate,Conversion Rate p90,Corners Taken (incl short corners),Corners Taken (incl short corners) p90,Corners Won,Corners Won p90,Crosses not Claimed,Crosses not Claimed p90,Direct Corner Goals,Direct Corner Goals p90,Direct Setpiece Goals,Direct Setpiece Goals p90,Dispossessed,Dispossessed p90,Dribbles success %,Dribbles success % p90,Drops,Drops p90,Duels,Duels lost,Duels lost p90,Duels p90,Duels won,Duels won %,Duels won % p90,Duels won p90,Final Third Touches,Final Third Touches p90,FinalThirdPasses,FinalThirdPasses p90,Forward Passes,Forward Passes p90,Foul Attempted Tackle,Foul Attempted Tackle p90,Foul Won Penalty,Foul Won Penalty p90,GK Successful Distribution,GK Successful Distribution p90,GK Unsuccessful Distribution,GK Unsuccessful Distribution p90,Games Played,Games Played p90,Goal Assists,Goal Assists p90,Goal Kicks,Goal Kicks p90,Goalkeeper Smother,Goalkeeper Smother p90,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Inside Box p90,Goals Conceded Outside Box,Goals Conceded Outside Box p90,Goals Conceded p90,Goals Openplay,Goals Openplay p90,Goals from Inside Box,Goals from Inside Box p90,Goals from Outside Box,Goals from Outside Box p90,Goals p90,Ground Duels,Ground Duels lost,Ground Duels lost p90,Ground Duels p90,Ground Duels won,Ground Duels won p90,Handballs conceded,Handballs conceded p90,Headed Goals,Headed Goals p90,Hit Woodwork,Hit Woodwork p90,Home Goals,Home Goals p90,Interceptions,Interceptions p90,Key Passes (Attempt Assists),Key Passes (Attempt Assists) p90,Last Player Tackle,Last Player Tackle p90,Left Foot Goals,Left Foot Goals p90,Leftside Passes,Leftside Passes p90,Minutes Per Goal,Offsides,Offsides p90,Open Play Pass Success %,Open Play Pass Success % p90,Open Play Passes,Open Play Passes p90,Other Goals,Other Goals p90,Overruns,Overruns p90,Own Goal Scored,Own Goal Scored p90,Penalties Conceded,Penalties Conceded p90,Penalties Faced,Penalties Faced p90,Penalties Off Target,Penalties Off Target p90,Penalties Saved,Penalties Saved p90,Penalties Taken,Penalties Taken p90,Penalty Goals,Penalty Goals Conceded,Penalty Goals Conceded p90,Penalty Goals p90,Progressive Carries,Progressive Carries p90,ProgressivePasses,ProgressivePasses p90,Punches,Punches p90,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution Won p90,PutThrough/Blocked Distribution p90,Recoveries,Recoveries p90,Red Cards - 2nd Yellow,Red Cards - 2nd Yellow p90,Right Foot Goals,Right Foot Goals p90,Rightside Passes,Rightside Passes p90,Saves Made,Saves Made from Inside Box,Saves Made from Inside Box p90,Saves Made from Outside Box,Saves Made from Outside Box p90,Saves Made p90,Saves from Penalty,Saves from Penalty p90,Saves made - caught,Saves made - caught p90,Saves made - parried,Saves made - parried p90,Second Goal Assists,Second Goal Assists p90,Set Pieces Goals,Set Pieces Goals p90,Shots Off Target (inc woodwork),Shots Off Target (inc woodwork) p90,Shots On Target ( inc goals ),Shots On Target ( inc goals ) p90,Shots Per Goal,Shots Per Goal p90,Starts,Starts p90,Straight Red Cards,Straight Red Cards p90,Substitute Off,Substitute Off p90,Substitute On,Substitute On p90,Successful Corners into Box,Successful Corners into Box p90,Successful Crosses & Corners,Successful Crosses & Corners p90,Successful Crosses open play,Successful Crosses open play p90,Successful Dribbles,Successful Dribbles p90,Successful Launches,Successful Launches p90,Successful Lay-offs,Successful Lay-offs p90,Successful Long Passes,Successful Long Passes p90,Successful Open Play Passes,Successful Open Play Passes p90,Successful Passes Opposition Half,Successful Passes Opposition Half p90,Successful Passes Own Half,Successful Passes Own Half p90,Successful Short Passes,Successful Short Passes p90,Tackles Lost,Tackles Lost p90,Tackles Won,Tackles Won p90,Through balls,Through balls p90,Throw Ins to Opposition Player,Throw Ins to Opposition Player p90,Throw Ins to Own Player,Throw Ins to Own Player p90,Times Tackled,Times Tackled p90,Total Big Chances Created,Total Big Chances Created p90,Total Big Chances Missed,Total Big Chances Missed p90,Total Big Chances Saved,Total Big Chances Saved p90,Total Big Chances Scored,Total Big Chances Scored p90,Total Clearances,Total Clearances p90,Total Fouls Conceded,Total Fouls Conceded p90,Total Fouls Won,Total Fouls Won p90,Total Losses Of Possession,Total Losses Of Possession p90,Total Passes,Total Passes p90,Total Red Cards,Total Red Cards p90,Total Shots,Total Shots p90,Total Successful Passes ( Excl Crosses & Corners ) ,Total Successful Passes ( Excl Crosses & Corners )  p90,Total Tackles,Total Tackles p90,Total Touches In Opposition Box,Total Touches In Opposition Box p90,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Unsuccessful Passes ( Excl Crosses & Corners ) p90,Touches,Touches p90,Unsuccessful Corners into Box,Unsuccessful Corners into Box p90,Unsuccessful Crosses & Corners,Unsuccessful Crosses & Corners p90,Unsuccessful Crosses open play,Unsuccessful Crosses open play p90,Unsuccessful Dribbles,Unsuccessful Dribbles p90,Unsuccessful Launches,Unsuccessful Launches p90,Unsuccessful Long Passes,Unsuccessful Long Passes p90,Unsuccessful Passes Opposition Half,Unsuccessful Passes Opposition Half p90,Unsuccessful Passes Own Half,Unsuccessful Passes Own Half p90,Unsuccessful Short Passes,Unsuccessful Short Passes p90,Unsuccessful lay-offs,Unsuccessful lay-offs p90,Winning Goal,Winning Goal p90,Yellow Cards,Yellow Cards p90,index,shirt_number
66e9b6blg5vtq6cshy4dggc9g,Jin-Sok An,An Jin-Sok,Midfielder,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,398,4.42,Midfielders,cm,cm,1,13,7,1.58,2.94,6,1.36,5,1.13,0,0,0,0,0,0,23,5.2,2,0.45,1,0.23,59,13.35,0,0,7,1.58,0,0,0,0,0,0,0,0,5,1.13,0,0,0,0,0,0,7,1.58,73,73,0,0,69,34,7.69,15.61,35,51,51,7.92,66,14.93,16,3.62,84,19,4,0.9,0,0,0,0,0,0,5,1.13,2,0.45,0,0,0,0,0,3,3,0.68,0,0,0.68,0,0,0,0,0,0,0,56,27,6.11,12.67,29,6.56,2,0.45,0,0,0,0,0,0,6,1.36,5,1.13,0,0,0,0,43,9.73,0,0,0,78,78,208,47.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5.43,13,2.94,0,0,16,11,2.49,3.62,30,6.79,0,0,0,0,59,13.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9,0,0,1,0.23,1,0.23,0,0,0,0,0,0,8,1.81,1,0.23,4,0.9,2,0.45,162,36.65,88,19.91,75,16.97,161,36.43,4,0.9,13,2.94,2,0.45,0,0,0,0,10,2.26,1,0.23,0,0,0,0,0,0,9,2.04,11,2.49,4,0.9,69,15.61,209,47.29,0,0,0,0,163,36.88,17,3.85,8,1.81,46,10.41,303,68.55,0,0,0,0,0,0,3,0.68,2,0.45,5,1.13,34,7.69,12,2.71,41,9.28,0,0,0,0,2,0.45,573,6
8thy3ulmi0zs6oaezinplap04,Chung-Hyok Choe,Choe Chung-Hyok,Defender,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,450,5,Center Backs,cb,cb,1,18,8,1.6,3.6,10,2,5,1,0,0,0,0,0,0,19,3.8,3,0.6,3,0.6,30,6,0,0,3,0.6,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,100,100,0,0,24,11,2.2,4.8,13,54,54,2.6,7,1.4,7,1.4,74,14.8,1,0.2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4,0.8,1,0.2,1,0,0,0,0,0,0,0,6,3,0.6,1.2,3,0.6,0,0,0,0,0,0,0,0,5,1,3,0.6,0,0,0,0,58,11.6,0,0,0,87,87,171,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,18,3.6,13,2.6,0,0,3,0,0,0.6,13,2.6,0,0,0,0,32,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0.2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,5,1,0,0,14,2.8,149,29.8,37,7.4,121,24.2,144,28.8,0,0,1,0.2,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,37,7.4,2,0.4,2,0.4,29,5.8,183,36.6,0,0,2,0.4,158,31.6,1,0.2,6,1.2,25,5,244,48.8,0,0,0,0,0,0,0,0,14,2.8,16,3.2,16,3.2,9,1.8,9,1.8,0,0,0,0,1,0.2,574,3
loflcs0dbwuti4wxam5hjo5w,Il-Bok Han,Han Il-Bok,Midfielder,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,109,1.21,Wingers,rm,rm,1,3,3,2.48,2.48,0,0,5,4.13,0,0,0,0,1,0.83,10,8.26,1,0.83,0,0,22,18.18,0,0,0,0,0,0,0,0,40,40,1,0.83,0,0,0,0,0,0,0,0,4,3.31,62,62,0,0,19,12,9.92,15.7,7,37,37,5.79,31,25.62,3,2.48,15,12.4,1,0.83,0,0,0,0,0,0,5,4.13,0,0,0,0,0,0,2,3,2,1.65,1,0.83,2.48,2,1.65,2,1.65,0,0,1.65,16,9,7.44,13.22,7,5.79,0,0,0,0,0,0,1,0.83,3,2.48,0,0,0,0,1,0.83,15,12.4,54,0,0,64,64,42,34.71,0,0,1,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,0,12,9.92,7,5.79,0,0,7,2,1.65,5.79,10,8.26,0,0,1,0.83,2,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.65,3,2.48,2,2,1,0.83,0,0,2,1.65,4,3.31,0,0,0,0,0,0,5,4.13,1,0.83,0,0,4,3.31,27,22.31,19,15.7,8,6.61,23,19.01,2,1.65,0,0,0,0,0,0,0,0,7,5.79,0,0,0,0,0,0,1,0.83,0,0,1,0.83,0,0,30,24.79,42,34.71,0,0,5,4.13,27,22.31,2,1.65,6,4.96,15,12.4,80,66.12,1,0.83,2,1.65,1,0.83,3,2.48,2,1.65,2,1.65,12,9.92,5,4.13,13,10.74,0,0,0,0,0,0,575,2
49sdcg6g8lka64f9krjgjdjbo,Myong-Bom Kang,Kang Myong-Bom,Midfielder,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,65,0.72,Strikers,st,st,1,3,1,1.39,4.17,2,2.78,3,4.17,0,0,0,0,0,0,8,11.11,0,0,0,0,10,13.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39,0,0,0,0,8,4,5.56,11.11,4,50,50,5.56,11,15.28,1,1.39,3,4.17,0,0,0,0,0,0,0,0,3,4.17,0,0,0,0,0,0,0,2,1,1.39,1,1.39,2.78,0,0,0,0,0,0,0,5,3,4.17,6.94,2,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9.72,0,0,0,83,83,23,31.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39,0,6,8.33,3,4.17,0,0,1,1,1.39,1.39,9,12.5,0,0,0,0,7,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39,0,0,0,0,1,1.39,0,0,1,1.39,2,2.78,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39,19,26.39,15,20.83,6,8.33,20,27.78,1,1.39,1,1.39,0,0,0,0,0,0,2,2.78,0,0,0,0,0,0,0,0,1,1.39,1,1.39,0,0,9,12.5,25,34.72,0,0,1,1.39,21,29.17,2,2.78,2,2.78,4,5.56,36,50,0,0,0,0,0,0,1,1.39,1,1.39,1,1.39,3,4.17,1,1.39,3,4.17,0,0,0,0,0,0,577,5
bp4h393rxvs3t67vgkjqsy5uc,Jong-Hun Kim,Kim Jong-Hun,Goalkeeper,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,450,5,Goalkeepers,gk,gk,1,2,0,0,0.4,2,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,26,5.2,5,1,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,3,0.6,7,1,0.2,1.4,6,86,86,1.2,0,0,4,0.8,115,23,1,0.2,0,0,29,5.8,6,1.2,5,1,0,0,23,4.6,0,0,0,5,4,0.8,1,0.2,1,0,0,0,0,0,0,0,5,1,0.2,1,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,60,60,103,20.6,0,0,0,0,0,0,1,0.2,1,0.2,0,0,0,0,0,0,0,1,0.2,0,6,1.2,20,4,1,0.2,0,0,0,0,54,10.8,0,0,0,0,27,5.4,12,6,1.2,6,1.2,2.4,0,0,1,0.2,2,0.4,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.2,0,0,31,6.2,62,12.4,19,3.8,78,15.6,66,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,5,1,1,0.2,4,0.8,75,15,172,34.4,0,0,0,0,97,19.4,0,0,0,0,75,15,214,42.8,0,0,0,0,0,0,0,0,40,8,74,14.8,65,13,10,2,1,0.2,0,0,0,0,1,0.2,578,18
9jm9m426pr73snsggua97hj4k,Se-Ung Kim,Kim Se-Ung,Defender,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,450,5,Center Backs,cb,cb,1,13,6,1.2,2.6,7,1.4,5,1,0,0,0,0,0,0,18,3.6,0,0,4,0.8,31,6.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,26,8,1.6,5.2,18,69,69,3.6,4,0.8,9,1.8,66,13.2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4,0.8,1,0.2,1,0,0,0,0,0,0,0,13,2,0.4,2.6,11,2.2,0,0,0,0,0,0,0,0,6,1.2,0,0,0,0,0,0,29,5.8,0,0,0,79,79,141,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,13,2.6,9,1.8,0,0,3,2,0.4,0.6,13,2.6,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8,0,0,9,1.8,111,22.2,28,5.6,91,18.2,110,22,1,0.2,4,0.8,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,32,6.4,2,0.4,6,1.2,38,7.6,153,30.6,0,0,1,0.2,119,23.8,5,1,2,0.4,34,6.8,219,43.8,0,0,0,0,0,0,0,0,12,2.4,24,4.8,24,4.8,10,2,10,2,0,0,0,0,0,0,579,15
brpgsnnfokmpo6ihv1idomfx0,Yu-Jin Kim,Kim Yu-Jin,Forward,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,450,5,Strikers,st,st,1,35,25,5,7,10,2,5,1,0,0,0,0,2,0.4,49,9.8,2,0.4,0,0,45,9,0,0,11,2.2,1,0.2,0,0,21,21,5,1,8,1.6,0,0,0,0,0,0,4,0.8,50,50,0,0,80,43,8.6,16,37,46,46,7.4,131,26.2,12,2.4,30,6,3,0.6,1,0.2,0,0,0,0,5,1,1,0.2,0,0,0,0,4,5,4,0.8,1,0.2,1,2,0.4,3,0.6,1,0.2,0.8,45,18,3.6,9,27,5.4,0,0,0,0,0,0,2,0.4,3,0.6,10,2,0,0,0,0,17,3.4,112,1,0.2,74,74,125,25,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,3,0.6,2,1,0.2,0.4,26,5.2,4,0.8,0,0,10,6,1.2,2,19,3.8,0,0,4,0.8,39,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,3,0.6,16,3.2,5,5,5,1,0,0,0,0,0,0,1,0.2,3,0.6,1,0.2,5,1,0,0,9,1.8,2,0.4,92,18.4,79,15.8,26,5.2,100,20,1,0.2,7,1.4,1,0.2,0,0,1,0.2,9,1.8,2,0.4,4,0.8,0,0,2,0.4,2,0.4,10,2,14,2.8,72,14.4,135,27,0,0,19,3.8,102,20.4,8,1.6,36,7.2,33,6.6,251,50.2,3,0.6,8,1.6,3,0.6,5,1,1,0.2,5,1,36,7.2,5,1,28,5.6,3,0.6,1,0.2,1,0.2,581,10
6tf2xiz3ird4sdmg7qq9odr10,Kwang-Song Pak,Pak Kwang-Song,Midfielder,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,449,4.99,Wingers,lm,lm,1,11,5,1,2.2,6,1.2,5,1,1,0.2,0,0,0,0,31,6.21,1,0.2,0,0,68,13.63,0,0,11,2.2,0,0,0,0,0,0,23,4.61,0,0,0,0,0,0,0,0,6,1.2,64,64,0,0,63,25,5.01,12.63,38,60,60,7.62,123,24.65,11,2.2,54,10.82,2,0.4,1,0.2,0,0,0,0,5,1,1,0.2,0,0,0,0,0,5,4,0.8,1,0.2,1,0,0,0,0,0,0,0,52,20,4.01,10.42,32,6.41,1,0.2,0,0,0,0,0,0,6,1.2,10,2,0,0,0,0,8,1.6,0,0,0,79,79,135,27.05,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,28,5.61,29,5.81,0,0,16,12,2.4,3.21,23,4.61,0,0,0,0,51,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1,0.2,0,0,5,1,0,0,1,0.2,0,0,3,0.6,7,1.4,4,0.8,9,1.8,1,0.2,4,0.8,5,1,106,21.24,92,18.44,29,5.81,109,21.84,2,0.4,12,2.4,1,0.2,0,0,1,0.2,11,2.2,2,0.4,2,0.4,0,0,0,0,2,0.4,5,1,11,2.2,74,14.83,144,28.86,0,0,4,0.8,114,22.85,14,2.81,13,2.61,30,6.01,270,54.11,12,2.4,18,3.61,5,1,5,1,5,1,6,1.2,40,8.02,8,1.6,24,4.81,0,0,0,0,0,0,585,9
bio1khk1q9obso6pe4lr61yc4,Ryong-U Pak,Pak Ryong-U,Defender,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,450,5,Full Backs,lb,lb,1,5,4,0.8,1,1,0.2,5,1,0,0,0,0,0,0,35,7,0,0,2,0.4,29,5.8,0,0,5,1,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,3,0.6,50,50,0,0,29,16,3.2,5.8,13,45,45,2.6,55,11,20,4,85,17,1,0.2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4,0.8,1,0.2,1,0,0,0,0,0,0,0,24,12,2.4,4.8,12,2.4,0,0,0,0,0,0,0,0,5,1,5,1,0,0,0,0,9,1.8,0,0,0,78,78,176,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,15,3,24,4.8,0,0,4,0,0,0.8,20,4,0,0,0,0,57,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0.4,2,0.4,2,0.4,5,1,2,0.4,10,2,137,27.4,79,15.8,70,14,137,27.4,2,0.4,5,1,1,0.2,25,5,29,5.8,5,1,0,0,0,0,0,0,0,0,28,5.6,5,1,3,0.6,75,15,186,37.2,0,0,0,0,147,29.4,7,1.4,4,0.8,39,7.8,304,60.8,0,0,1,0.2,1,0.2,2,0.4,10,2,15,3,22,4.4,18,3.6,24,4.8,0,0,0,0,1,0.2,586,12
160pvwaa3h7zure1qf5i549hw,Hyok-Gwang Ri,Ri Hyok-Gwang,Midfielder,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,341,3.79,Wingers,rm,rm,1,10,6,1.58,2.64,4,1.06,5,1.32,0,0,1,0.26,0,0,18,4.75,4,1.06,0,0,38,10.03,0,0,6,1.58,0,0,0,0,7,7,1,0.26,10,2.64,0,0,0,0,0,0,5,1.32,46,46,0,0,56,32,8.44,14.78,24,43,43,6.33,86,22.69,13,3.43,40,10.55,3,0.79,0,0,0,0,0,0,5,1.32,0,0,0,0,0,0,1,2,2,0.53,0,0,0.53,1,0.26,1,0.26,0,0,0.26,46,26,6.86,12.14,20,5.28,0,0,0,0,0,0,1,0.26,4,1.06,6,1.58,0,0,0,0,31,8.18,341,0,0,75,75,96,25.33,0,0,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5.28,14,3.69,0,0,7,4,1.06,1.85,24,6.33,0,0,1,0.26,9,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.11,6,1.58,14,14,4,1.06,0,0,3,0.79,1,0.26,1,0.26,0,0,0,0,6,1.58,1,0.26,3,0.79,4,1.06,72,19,53,13.98,21,5.54,70,18.47,4,1.06,6,1.58,3,0.79,1,0.26,2,0.53,12,3.17,1,0.26,1,0.26,0,0,0,0,2,0.53,8,2.11,4,1.06,61,16.09,98,25.86,0,0,14,3.69,74,19.53,10,2.64,15,3.96,24,6.33,194,51.19,0,0,9,2.37,9,2.37,7,1.85,3,0.79,5,1.32,29,7.65,4,1.06,19,5.01,1,0.26,0,0,0,0,587,7
37w0jlmi1qqr4m3a06xmmtw5w,Kang-Rim Ri,Ri Kang-Rim,Forward,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,384,4.27,Strikers,st,st,1,18,14,3.28,4.22,4,0.94,5,1.17,0,0,0,0,0,0,14,3.28,2,0.47,1,0.23,40,9.37,0,0,9,2.11,0,0,0,0,33,33,0,0,2,0.47,0,0,0,0,0,0,5,1.17,38,38,0,0,49,31,7.26,11.48,18,37,37,4.22,92,21.55,5,1.17,19,4.45,4,0.94,1,0.23,0,0,0,0,5,1.17,0,0,0,0,0,0,2,3,3,0.7,0,0,0.7,1,0.23,2,0.47,0,0,0.47,31,17,3.98,7.26,14,3.28,2,0.47,0,0,0,0,2,0.47,0,0,9,2.11,0,0,0,0,22,5.15,192,2,0.47,64,64,69,16.16,0,0,1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5.39,4,0.94,0,0,10,7,1.64,2.34,12,2.81,0,0,2,0.47,15,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.47,4,0.94,3,3,4,0.94,0,0,3,0.7,1,0.23,0,0,0,0,0,0,3,0.7,0,0,4,0.94,1,0.23,44,10.3,36,8.43,9,2.11,44,10.3,2,0.47,1,0.23,0,0,0,0,1,0.23,10,2.34,2,0.47,1,0.23,0,0,2,0.47,1,0.23,7,1.64,8,1.87,53,12.41,70,16.39,0,0,6,1.41,45,10.54,3,0.7,27,6.32,25,5.85,144,33.72,0,0,1,0.23,1,0.23,5,1.17,0,0,1,0.23,24,5.62,2,0.47,24,5.62,1,0.23,1,0.23,1,0.23,588,11
ap80jgh51e4xbwyv293b85zbo,Kyong-Bong Ri,Ri Kyong-Bong,Forward,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,448,4.98,Full Backs,rb,rb,1,4,1,0.2,0.8,3,0.6,5,1,0,0,0,0,0,0,19,3.82,0,0,1,0.2,32,6.43,0,0,1,0.2,1,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,67,67,0,0,24,5,1,4.82,19,79,79,3.82,43,8.63,17,3.41,78,15.66,1,0.2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,4,0.8,1,0.2,1,0,0,0,0,0,0,0,20,4,0.8,4.02,16,3.21,0,0,0,0,0,0,0,0,4,0.8,1,0.2,0,0,0,0,57,11.45,0,1,0.2,72,72,146,29.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,17,3.41,26,5.22,0,0,4,2,0.4,0.8,14,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0.4,0,0,0,0,1,0.2,1,0.2,2,0.4,4,0.8,0,0,8,1.61,105,21.08,51,10.24,62,12.45,104,20.88,4,0.8,6,1.2,0,0,14,2.81,41,8.23,1,0.2,0,0,0,0,0,0,0,0,21,4.22,2,0.4,4,0.8,64,12.85,154,30.92,0,0,0,0,112,22.49,10,2.01,1,0.2,42,8.43,271,54.42,0,0,3,0.6,3,0.6,1,0.2,15,3.01,21,4.22,35,7.03,10,2.01,21,4.22,0,0,0,0,0,0,590,17
27m16n0dk6cy27uljop063f9w,Ro-Gwon Ri,Ri Ro-Gwon,Midfielder,Korea DPR Under 17,917ect9pjr8k9gyl04cb89vrz,2025-11-19T17:21:09Z,52,0.58,Midfielders,cm,cm,1,1,1,1.72,1.72,0,0,2,3.45,0,0,0,0,0,0,2,3.45,0,0,1,1.72,6,10.34,0,0,1,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,5,1,1.72,8.62,4,80,80,6.9,9,15.52,1,1.72,8,13.79,0,0,0,0,0,0,0,0,2,3.45,0,0,0,0,0,0,0,2,1,1.72,1,1.72,3.45,0,0,0,0,0,0,0,4,0,0,6.9,4,6.9,0,0,0,0,0,0,0,0,0,0,1,1.72,0,0,0,0,6,10.34,0,0,0,76,76,21,36.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72,0,2,3.45,1,1.72,0,0,0,0,0,0,3,5.17,0,0,0,0,5,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72,0,0,1,1.72,0,0,1,1.72,1,1.72,0,0,0,0,0,0,1,1.72,0,0,0,0,2,3.45,16,27.59,10,17.24,6,10.34,14,24.14,2,3.45,0,0,1,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.72,9,15.52,21,36.21,0,0,1,1.72,16,27.59,2,3.45,0,0,5,8.62,33,56.9,0,0,0,0,0,0,0,0,0,0,0,0,4,6.9,1,1.72,5,8.62,0,0,0,0,0,0,591,8
